Agent,Unique Code,Username,Product,Amount,Date,Time
OKSG,USRM284669,Saravanan48,0,50,15/1/2025,10:13:17 PM
OKSG,USRH225955,haiQal,0,100,15/1/2025,10:01:46 PM
OKSG,USRN243897,Sukuna,0,100,15/1/2025,9:57:17 PM
OKSG,USRO189607,Izuan,0,45,15/1/2025,9:53:16 PM
OKSG,USRN243897,Sukuna,0,100,15/1/2025,9:42:18 PM
OKSG,USRH225955,haiQal,0,100,15/1/2025,9:27:15 PM
OKSG,USRS291785,Ahmad56,0,50,15/1/2025,9:22:40 PM
OKSG,USRR324348,Yogi71,0,1000,15/1/2025,9:18:58 PM
OKSG,USRQ240811,ok188sg0485,0,60,15/1/2025,9:13:07 PM
OKSG,USRZ307999,Raycyrus,0,30,15/1/2025,9:00:42 PM
OKSG,USRP337011,Tamil74,0,30,15/1/2025,8:55:01 PM
OKSG,USRW302858,lwinmoe,0,60,15/1/2025,8:37:19 PM
OKSG,USRD279280,Vishnu,0,50,15/1/2025,8:34:03 PM
OKSG,USRU194177,JiangYC,0,200,15/1/2025,8:21:08 PM
OKSG,USRK213680,DickySan,0,50,15/1/2025,7:51:59 PM
OKSG,USRC238025,John0120,0,33,15/1/2025,7:07:59 PM
OKSG,USRZ286634,Linda,0,30,15/1/2025,7:00:36 PM
OKSG,USRU272420,Kaiser369,0,80,15/1/2025,6:24:16 PM
OKSG,USRA267333,ChrisWong,0,30,15/1/2025,5:38:18 PM
OKSG,USRD279280,Vishnu,0,50,15/1/2025,5:28:33 PM
OKSG,USRU383748,WenWen,0,100,15/1/2025,5:04:16 PM
OKSG,USRQ272439,Kumar29,0,20,15/1/2025,5:00:12 PM
OKSG,USRU350473,tongki22,0,30,15/1/2025,4:40:51 PM
OKSG,USRE204196,Joshua,0,41,15/1/2025,4:30:16 PM
OKSG,USRN286092,SL995,0,30,15/1/2025,4:28:19 PM
OKSG,USRN286092,SL995,0,30,15/1/2025,4:20:15 PM
OKSG,USRR324348,Yogi71,0,1500,15/1/2025,4:19:33 PM
OKSG,USRZ000246,Nurharizad,0,50,15/1/2025,4:18:57 PM
OKSG,USRZ307999,Raycyrus,0,21,15/1/2025,4:15:26 PM
OKSG,USRZ286634,Linda,0,30,15/1/2025,4:10:40 PM
OKSG,USRP337011,Tamil74,0,30,15/1/2025,4:05:02 PM
OKSG,USRZ000246,Nurharizad,0,50,15/1/2025,3:58:37 PM
OKSG,USRD279280,Vishnu,0,50,15/1/2025,3:42:55 PM
OKSG,USRS291785,Ahmad56,0,50,15/1/2025,3:31:02 PM
OKSG,USRJ126434,Mi67,0,50,15/1/2025,3:19:21 PM
OKSG,USRS291785,Ahmad56,0,37,15/1/2025,3:18:49 PM
OKSG,USRJ126434,Mi67,0,30,15/1/2025,3:10:40 PM
OKSG,USRZ000246,Nurharizad,0,45,15/1/2025,2:58:12 PM
OKSG,USRJ126434,Mi67,0,30,15/1/2025,2:54:31 PM
OKSG,USRZ000246,Nurharizad,0,30,15/1/2025,2:50:01 PM
OKSG,USRW302858,lwinmoe,0,60,15/1/2025,2:40:39 PM
OKSG,USRL224953,Zikry,0,20,15/1/2025,2:13:51 PM
OKSG,USRZ349162,Reddy,0,50,15/1/2025,1:18:15 PM
OKSG,USRR324348,Yogi71,0,1000,15/1/2025,1:18:13 PM
OKSG,USRA381094,Moyskiano,0,50,15/1/2025,1:15:07 PM
OKSG,USRZ349162,Reddy,0,30,15/1/2025,1:10:40 PM
OKSG,USRL224953,Zikry,0,30,15/1/2025,1:07:20 PM
OKSG,USRA241980,fazrul12,0,30,15/1/2025,12:42:46 PM
OKSG,USRJ249856,Haney,0,30,15/1/2025,12:29:11 PM
OKSG,USRA381094,Moyskiano,0,50,15/1/2025,12:13:27 PM
OKSG,USRP337011,Tamil74,0,30,15/1/2025,11:49:13 AM
OKSG,USRH346583,MDHF,0,50,15/1/2025,11:43:46 AM
OKSG,USRY269126,NurAfidah,0,20,15/1/2025,10:18:57 AM
OKSG,USRR324348,Yogi71,0,1000,15/1/2025,10:17:55 AM
OKSG,USRM284669,Saravanan48,0,50,15/1/2025,10:08:01 AM
OKSG,USRM284669,Saravanan48,0,100,15/1/2025,9:53:12 AM
OKSG,USRM284669,Saravanan48,0,50,15/1/2025,9:41:02 AM
OKSG,USRM284669,Saravanan48,0,50,15/1/2025,9:32:47 AM
OKSG,USRR240805,Sherina,0,85,15/1/2025,8:28:48 AM
OKSG,USRO289919,GHari,0,1000,15/1/2025,7:28:21 AM
OKSG,USRT254418,NurAliah,0,20,15/1/2025,6:49:03 AM
OKSG,USRT254418,NurAliah,0,21,15/1/2025,6:42:46 AM
OKSG,USRO289919,GHari,0,1500,15/1/2025,6:41:39 AM
OKSG,USRQ240811,ok188sg0485,0,100,15/1/2025,6:26:19 AM
OKSG,USRT254418,NurAliah,0,25,15/1/2025,5:46:39 AM
OKSG,USRT110070,Shasha,0,30,15/1/2025,3:27:31 AM
OKSG,USRZ307999,Raycyrus,0,30,15/1/2025,3:20:54 AM
OKSG,USRS068498,Sabariah94,0,50,15/1/2025,2:41:49 AM
OKSG,USRF144263,Kwenkwen,0,110,15/1/2025,2:40:09 AM
OKSG,USRO289919,GHari,0,1500,15/1/2025,1:52:55 AM
OKSG,USRT254418,NurAliah,0,20,15/1/2025,1:50:43 AM
OKSG,USRZ000246,Nurharizad,0,50,15/1/2025,1:40:58 AM
OKSG,USRZ000246,Nurharizad,0,50,15/1/2025,1:32:13 AM
OKSG,USRO289919,GHari,0,1000,15/1/2025,1:31:24 AM
OKSG,USRZ000246,Nurharizad,0,40,15/1/2025,1:25:41 AM
OKSG,USRT110070,Shasha,0,30,15/1/2025,12:52:21 AM
OKSG,USRZ209566,Fiq22,0,30,15/1/2025,12:38:57 AM
OKSG,USRD279280,Vishnu,0,50,15/1/2025,12:34:32 AM
OKSG,USRD279280,Vishnu,0,50,15/1/2025,12:21:48 AM
OKSG,USRZ307999,Raycyrus,0,30,15/1/2025,12:16:31 AM
OKSG,USRD279280,Vishnu,0,50,15/1/2025,12:11:34 AM
OKSG,USRO000478,SyedOmar,0,200,14/1/2025,11:44:13 PM
OKSG,USRC167908,MiaLaa,0,40,14/1/2025,11:31:39 PM
OKSG,USRO000478,SyedOmar,0,200,14/1/2025,11:11:06 PM
OKSG,USRO000478,SyedOmar,0,150,14/1/2025,10:54:02 PM
OKSG,USRI329684,Huzanah,0,30,14/1/2025,10:45:44 PM
OKSG,USRQ272439,Kumar29,0,20,14/1/2025,10:33:04 PM
OKSG,USRM284669,Saravanan48,0,50,14/1/2025,10:22:38 PM
OKSG,USRM284669,Saravanan48,0,50,14/1/2025,10:04:48 PM
OKSG,USRN243897,Sukuna,0,88,14/1/2025,9:59:10 PM
OKSG,USRA267333,ChrisWong,0,30,14/1/2025,9:33:27 PM
OKSG,USRM284669,Saravanan48,0,100,14/1/2025,9:32:18 PM
OKSG,USRM284669,Saravanan48,0,50,14/1/2025,9:15:43 PM
OKSG,USRL224953,Zikry,0,30,14/1/2025,8:42:11 PM
OKSG,USRA267333,ChrisWong,0,30,14/1/2025,8:32:18 PM
OKSG,USRL224953,Zikry,0,30,14/1/2025,8:13:56 PM
OKSG,USRI158659,Murali,0,50,14/1/2025,8:03:23 PM
OKSG,USRB339525,Nuri94,0,30,14/1/2025,8:03:16 PM
OKSG,USRC069781,Naren71,0,80,14/1/2025,8:02:19 PM
OKSG,USRA001746,Hakim,0,258,14/1/2025,7:43:48 PM
OKSG,USRL224953,Zikry,0,30,14/1/2025,7:42:05 PM
OKSG,USRO000478,SyedOmar,0,200,14/1/2025,7:27:44 PM
OKSG,USRP337011,Tamil74,0,30,14/1/2025,7:25:08 PM
OKSG,USRM284669,Saravanan48,0,25,14/1/2025,7:02:09 PM
OKSG,USRU383748,WenWen,0,100,14/1/2025,6:31:44 PM
OKSG,USRB339525,Nuri94,0,30,14/1/2025,6:24:43 PM
OKSG,USRO000478,SyedOmar,0,300,14/1/2025,6:23:22 PM
OKSG,USRD279280,Vishnu,0,50,14/1/2025,6:14:20 PM
OKSG,USRO000478,SyedOmar,0,400,14/1/2025,6:02:46 PM
OKSG,USRZ381129,McLovin,0,60,14/1/2025,6:02:26 PM
OKSG,USRP337011,Tamil74,0,30,14/1/2025,5:45:24 PM
OKSG,USRQ272439,Kumar29,0,20,14/1/2025,5:39:17 PM
OKSG,USRO000478,SyedOmar,0,200,14/1/2025,5:34:08 PM
OKSG,USRO000478,SyedOmar,0,200,14/1/2025,5:20:21 PM
OKSG,USRO000478,SyedOmar,0,200,14/1/2025,4:52:15 PM
OKSG,USRG259725,Paglar,0,50,14/1/2025,4:36:50 PM
OKSG,USRG259725,Paglar,0,40,14/1/2025,4:27:47 PM
OKSG,USRL385772,Jack6405,0,25,14/1/2025,4:17:19 PM
OKSG,USRM199686,ali49,0,30,14/1/2025,4:10:41 PM
OKSG,USRZ381129,McLovin,0,40,14/1/2025,4:10:24 PM
OKSG,USRQ250374,Piggy,0,50,14/1/2025,4:04:28 PM
OKSG,USRQ250374,Piggy,0,40,14/1/2025,3:55:55 PM
OKSG,USRP337011,Tamil74,0,30,14/1/2025,3:51:56 PM
OKSG,USRS291785,Ahmad56,0,53,14/1/2025,3:51:44 PM
OKSG,USRZ381129,McLovin,0,50,14/1/2025,3:50:12 PM
OKSG,USRQ250374,Piggy,0,30,14/1/2025,3:45:47 PM
OKSG,USRQ250374,Piggy,0,30,14/1/2025,3:36:31 PM
OKSG,USRM199686,ali49,0,30,14/1/2025,3:36:08 PM
OKSG,USRI329684,Huzanah,0,30,14/1/2025,3:14:37 PM
OKSG,USRJ190182,den06,0,30,14/1/2025,3:14:24 PM
OKSG,USRP327945,MyoThu,0,40,14/1/2025,3:01:33 PM
OKSG,USRR324348,Yogi71,0,1000,14/1/2025,2:49:17 PM
OKSG,USRN243897,Sukuna,0,50,14/1/2025,2:40:29 PM
OKSG,USRU000556,IFAMUFARIDA,0,50,14/1/2025,2:14:40 PM
OKSG,USRR324348,Yogi71,0,1000,14/1/2025,1:54:31 PM
OKSG,USRZ000246,Nurharizad,0,30,14/1/2025,1:53:43 PM
OKSG,USRZ000246,Nurharizad,0,30,14/1/2025,1:48:07 PM
OKSG,USRA241980,fazrul12,0,30,14/1/2025,1:40:45 PM
OKSG,USRQ272439,Kumar29,0,20,14/1/2025,1:31:40 PM
OKSG,USRM000172,kumara,0,30,14/1/2025,12:44:08 PM
OKSG,USRI329684,Huzanah,0,30,14/1/2025,12:20:42 PM
OKSG,USRZ307999,Raycyrus,0,30,14/1/2025,12:09:04 PM
OKSG,USRP196933,Elliya,0,50,14/1/2025,12:04:32 PM
OKSG,USRJ190182,den06,0,35,14/1/2025,11:14:43 AM
OKSG,USRZ307999,Raycyrus,0,30,14/1/2025,11:12:49 AM
OKSG,USRE204196,Joshua,0,40,14/1/2025,11:11:16 AM
OKSG,USRY166707,Jonathan12,0,800,14/1/2025,10:51:21 AM
OKSG,USRY166707,Jonathan12,0,500,14/1/2025,10:46:42 AM
OKSG,USRH294202,Rajkumar68,0,30,14/1/2025,10:45:15 AM
OKSG,USRY166707,Jonathan12,0,500,14/1/2025,10:39:33 AM
OKSG,USRA389642,WeiLoong,0,100,14/1/2025,9:31:13 AM
OKSG,USRZ286634,Linda,0,30,14/1/2025,9:30:13 AM
OKSG,USRM379109,Murni,0,20,14/1/2025,7:46:18 AM
OKSG,USRP327945,MyoThu,0,40,14/1/2025,7:38:19 AM
OKSG,USRA289246,Johnkaran,0,50,14/1/2025,7:13:32 AM
OKSG,USRP327945,MyoThu,0,70,14/1/2025,6:48:49 AM
OKSG,USRT110070,Shasha,0,30,14/1/2025,6:38:57 AM
OKSG,USRO289919,GHari,0,1000,14/1/2025,4:53:24 AM
OKSG,USRV192145,TinaDang,0,65,14/1/2025,4:27:29 AM
OKSG,USRT110070,Shasha,0,30,14/1/2025,3:46:00 AM
OKSG,USRO189607,Izuan,0,40,14/1/2025,3:38:03 AM
OKSG,USRO189607,Izuan,0,40,14/1/2025,3:33:04 AM
OKSG,USRR344068,Alvin67,0,100,14/1/2025,2:52:49 AM
OKSG,USRJ190182,den06,0,50,14/1/2025,2:51:19 AM
OKSG,USRZ307999,Raycyrus,0,20,14/1/2025,2:42:18 AM
OKSG,USRF144263,Kwenkwen,0,151,14/1/2025,2:33:51 AM
OKSG,USRP327945,MyoThu,0,46,14/1/2025,12:37:19 AM
OKSG,USRE221004,Ramengleek,0,34,14/1/2025,12:31:43 AM
OKSG,USRT254418,NurAliah,0,20,14/1/2025,12:24:37 AM
OKSG,USRQ240811,ok188sg0485,0,100,14/1/2025,12:21:47 AM
OKSG,USRB378246,Ganesan73,0,30,13/1/2025,11:48:29 PM
OKSG,USRA001746,Hakim,0,500,13/1/2025,11:47:54 PM
OKSG,USRJ190182,den06,0,40,13/1/2025,11:41:05 PM
OKSG,USRP328644,Mohamed71,0,30,13/1/2025,11:18:15 PM
OKSG,USRT254418,NurAliah,0,20,13/1/2025,11:12:22 PM
OKSG,USRD335423,Sanjana,0,20,13/1/2025,11:07:20 PM
OKSG,USRH225955,haiQal,0,100,13/1/2025,10:49:58 PM
OKSG,USRJ001582,Eeeson,0,100,13/1/2025,10:40:18 PM
OKSG,USRJ001582,Eeeson,0,50,13/1/2025,10:30:25 PM
OKSG,USRU194177,JiangYC,0,200,13/1/2025,10:26:59 PM
OKSG,USRA001746,Hakim,0,812,13/1/2025,10:16:18 PM
OKSG,USRN243897,Sukuna,0,50,13/1/2025,10:11:25 PM
OKSG,USRN243897,Sukuna,0,50,13/1/2025,9:53:04 PM
OKSG,USRJ126434,Mi67,0,50,13/1/2025,9:40:30 PM
OKSG,USRT103482,Rustam,0,33,13/1/2025,9:29:40 PM
OKSG,USRA001746,Hakim,0,788,13/1/2025,9:18:52 PM
OKSG,USRA241980,fazrul12,0,30,13/1/2025,8:58:15 PM
OKSG,USRA001746,Hakim,0,600,13/1/2025,8:57:33 PM
OKSG,USRA001746,Hakim,0,600,13/1/2025,8:57:14 PM
OKSG,USRA241980,fazrul12,0,30,13/1/2025,8:56:13 PM
OKSG,USRT254418,NurAliah,0,20,13/1/2025,8:48:18 PM
OKSG,USRA001746,Hakim,0,400,13/1/2025,8:35:10 PM
OKSG,USRT254418,NurAliah,0,20,13/1/2025,8:11:23 PM
OKSG,USRI329684,Huzanah,0,30,13/1/2025,8:06:58 PM
OKSG,USRV262040,Hridoy51,0,20,13/1/2025,7:52:31 PM
OKSG,USRN282423,Noorali85,0,30,13/1/2025,7:51:56 PM
OKSG,USRA001746,Hakim,0,855,13/1/2025,7:48:53 PM
OKSG,USRB339525,Nuri94,0,30,13/1/2025,7:47:51 PM
OKSG,USRV192145,TinaDang,0,50,13/1/2025,7:34:01 PM
OKSG,USRU264014,Daniel99,0,50,13/1/2025,7:29:33 PM
OKSG,USRT254418,NurAliah,0,25,13/1/2025,6:56:04 PM
OKSG,USRU264014,Daniel99,0,60,13/1/2025,6:32:54 PM
OKSG,USRS292870,Amirul,0,60,13/1/2025,6:29:48 PM
OKSG,USRG259725,Paglar,0,50,13/1/2025,6:28:46 PM
OKSG,USRG259725,Paglar,0,50,13/1/2025,6:05:58 PM
OKSG,USRS068498,Sabariah94,0,50,13/1/2025,5:46:17 PM
OKSG,USRN282423,Noorali85,0,30,13/1/2025,5:35:43 PM
OKSG,USRN282423,Noorali85,0,30,13/1/2025,5:09:24 PM
OKSG,USRX267405,Bobby83,0,50,13/1/2025,4:58:42 PM
OKSG,USRZ286634,Linda,0,30,13/1/2025,4:36:15 PM
OKSG,USRP068890,ManToyol,0,50,13/1/2025,4:15:11 PM
OKSG,USRZ307999,Raycyrus,0,34,13/1/2025,3:37:41 PM
OKSG,USRN243897,Sukuna,0,50,13/1/2025,3:25:12 PM
OKSG,USRT110070,Shasha,0,30,13/1/2025,3:20:33 PM
OKSG,USRK213680,DickySan,0,50,13/1/2025,3:00:10 PM
OKSG,USRT103482,Rustam,0,30,13/1/2025,2:53:08 PM
OKSG,USRR385632,VIKNES,0,30,13/1/2025,2:47:24 PM
OKSG,USRZ349162,Reddy,0,50,13/1/2025,2:44:19 PM
OKSG,USRH225955,haiQal,0,40,13/1/2025,2:42:45 PM
OKSG,USRT103482,Rustam,0,30,13/1/2025,2:34:11 PM
OKSG,USRI329684,Huzanah,0,30,13/1/2025,2:32:33 PM
OKSG,USRD279280,Vishnu,0,50,13/1/2025,2:30:40 PM
OKSG,USRJ001582,Eeeson,0,50,13/1/2025,2:23:30 PM
OKSG,USRQ272439,Kumar29,0,20,13/1/2025,1:52:57 PM
OKSG,USRG308242,AbdulHadi,0,35,13/1/2025,1:41:44 PM
OKSG,USRD279280,Vishnu,0,50,13/1/2025,1:27:34 PM
OKSG,USRF144263,Kwenkwen,0,200,13/1/2025,1:20:32 PM
OKSG,USRQ250374,Piggy,0,30,13/1/2025,1:08:59 PM
OKSG,USRQ272439,Kumar29,0,20,13/1/2025,12:59:46 PM
OKSG,USRA241980,fazrul12,0,30,13/1/2025,12:58:03 PM
OKSG,USRG308242,AbdulHadi,0,35,13/1/2025,12:51:08 PM
OKSG,USRZ286634,Linda,0,30,13/1/2025,12:48:03 PM
OKSG,USRP328644,Mohamed71,0,20,13/1/2025,12:43:32 PM
OKSG,USRN286092,SL995,0,30,13/1/2025,12:38:28 PM
OKSG,USRF144263,Kwenkwen,0,250,13/1/2025,12:28:57 PM
OKSG,USRN243897,Sukuna,0,40,13/1/2025,12:24:15 PM
OKSG,USRF144263,Kwenkwen,0,250,13/1/2025,11:57:42 AM
OKSG,USRP196933,Elliya,0,50.1,13/1/2025,11:24:57 AM
OKSG,USRP196933,Elliya,0,50,13/1/2025,11:01:05 AM
OKSG,USRI158659,Murali,0,40,13/1/2025,11:00:11 AM
OKSG,USRU194177,JiangYC,0,200,13/1/2025,10:43:07 AM
OKSG,USRA241980,fazrul12,0,40,13/1/2025,10:05:28 AM
OKSG,USRS291785,Ahmad56,0,50,13/1/2025,10:03:44 AM
OKSG,USRS291785,Ahmad56,0,50,13/1/2025,9:55:21 AM
OKSG,USRW302858,lwinmoe,0,100,13/1/2025,9:30:30 AM
OKSG,USRW302858,lwinmoe,0,100,13/1/2025,9:22:31 AM
OKSG,USRM379109,Murni,0,20,13/1/2025,9:00:46 AM
OKSG,USRF144263,Kwenkwen,0,105,13/1/2025,8:53:39 AM
OKSG,USRN286092,SL995,0,50,13/1/2025,8:52:21 AM
OKSG,USRN243897,Sukuna,0,50,13/1/2025,7:45:39 AM
OKSG,USRW000050,Fazillah,0,50,13/1/2025,7:31:47 AM
OKSG,USRP327945,MyoThu,0,40,13/1/2025,7:30:25 AM
OKSG,USRK213680,DickySan,0,36,13/1/2025,7:09:22 AM
OKSG,USRL375815,NurHilmah,0,20,13/1/2025,3:25:41 AM
OKSG,USRL375815,NurHilmah,0,30,13/1/2025,3:12:22 AM
OKSG,USRS068498,Sabariah94,0,50,13/1/2025,2:52:56 AM
OKSG,USRH168970,Jojo,0,20,13/1/2025,2:47:40 AM
OKSG,USRZ307999,Raycyrus,0,30,13/1/2025,2:29:16 AM
OKSG,USRO189607,Izuan,0,45,13/1/2025,2:02:35 AM
OKSG,USRO189607,Izuan,0,35,13/1/2025,1:57:38 AM
OKSG,USRD279280,Vishnu,0,50,13/1/2025,1:56:27 AM
OKSG,USRC069781,Naren71,0,85,13/1/2025,1:53:38 AM
OKSG,USRO189607,Izuan,0,55,13/1/2025,1:50:03 AM
OKSG,USRE221004,Ramengleek,0,20,13/1/2025,1:46:14 AM
OKSG,USRO189607,Izuan,0,40,13/1/2025,1:39:09 AM
OKSG,USRO189607,Izuan,0,45,13/1/2025,1:33:05 AM
OKSG,USRE204196,Joshua,0,40,13/1/2025,1:23:53 AM
OKSG,USRO189607,Izuan,0,35,13/1/2025,1:22:14 AM
OKSG,USRO189607,Izuan,0,40,13/1/2025,1:13:11 AM
OKSG,USRB339525,Nuri94,0,30,13/1/2025,12:58:33 AM
OKSG,USRZ240368,Justin2wong,0,100,13/1/2025,12:58:16 AM
OKSG,USRF144263,Kwenkwen,0,100,13/1/2025,12:52:00 AM
OKSG,USRN282423,Noorali85,0,30,13/1/2025,12:30:15 AM
OKSG,USRN282423,Noorali85,0,30,13/1/2025,12:11:40 AM
OKSG,USRM000006,tanhuili,0,280,12/1/2025,11:50:10 PM
OKSG,USRB339525,Nuri94,0,30,12/1/2025,11:46:36 PM
OKSG,USRL375815,NurHilmah,0,20,12/1/2025,11:42:13 PM
OKSG,USRL375815,NurHilmah,0,20,12/1/2025,11:29:54 PM
OKSG,USRN243897,Sukuna,0,50,12/1/2025,11:11:58 PM
OKSG,USRP322788,RAHMAN16,0,50,12/1/2025,11:11:27 PM
OKSG,USRN282423,Noorali85,0,30,12/1/2025,11:09:37 PM
OKSG,USRI329684,Huzanah,0,30,12/1/2025,10:53:01 PM
OKSG,USRI158659,Murali,0,50,12/1/2025,10:46:03 PM
OKSG,USRI329684,Huzanah,0,30,12/1/2025,10:30:09 PM
OKSG,USRN282423,Noorali85,0,30,12/1/2025,10:20:48 PM
OKSG,USRN286092,SL995,0,30,12/1/2025,10:20:07 PM
OKSG,USRM284669,Saravanan48,0,50,12/1/2025,10:17:53 PM
OKSG,USRB339525,Nuri94,0,30,12/1/2025,10:10:01 PM
OKSG,USRP195354,prakash,0,40,12/1/2025,10:09:43 PM
OKSG,USRM284669,Saravanan48,0,50,12/1/2025,10:09:10 PM
OKSG,USRN282423,Noorali85,0,30,12/1/2025,10:07:10 PM
OKSG,USRZ307999,Raycyrus,0,30,12/1/2025,9:57:34 PM
OKSG,USRM199686,ali49,0,30,12/1/2025,9:54:25 PM
OKSG,USRT000653,ChewKeng,0,150,12/1/2025,9:47:00 PM
OKSG,USRM199686,ali49,0,30,12/1/2025,9:46:42 PM
OKSG,USRP195354,prakash,0,55,12/1/2025,9:38:58 PM
OKSG,USRM199686,ali49,0,30,12/1/2025,9:36:31 PM
OKSG,USRP328644,Mohamed71,0,30,12/1/2025,9:33:02 PM
OKSG,USRX267405,Bobby83,0,50,12/1/2025,9:32:45 PM
OKSG,USRP195354,prakash,0,50,12/1/2025,9:32:22 PM
OKSG,USRP195354,prakash,0,50,12/1/2025,9:16:43 PM
OKSG,USRP195354,prakash,0,60,12/1/2025,9:13:58 PM
OKSG,USRB339525,Nuri94,0,30,12/1/2025,9:13:12 PM
OKSG,USRP195354,prakash,0,34,12/1/2025,9:09:29 PM
OKSG,USRC069781,Naren71,0,100,12/1/2025,8:58:36 PM
OKSG,USRP195354,prakash,0,50,12/1/2025,8:51:16 PM
OKSG,USRW000050,Fazillah,0,50,12/1/2025,8:46:21 PM
OKSG,USRP195354,prakash,0,42,12/1/2025,8:20:14 PM
OKSG,USRA241980,fazrul12,0,30,12/1/2025,8:18:44 PM
OKSG,USRP195354,prakash,0,45,12/1/2025,8:13:02 PM
OKSG,USRL375815,NurHilmah,0,20,12/1/2025,8:12:29 PM
OKSG,USRD335423,Sanjana,0,20,12/1/2025,7:54:19 PM
OKSG,USRU194177,JiangYC,0,200,12/1/2025,7:34:31 PM
OKSG,USRI329684,Huzanah,0,30,12/1/2025,7:10:20 PM
OKSG,USRN282423,Noorali85,0,30,12/1/2025,6:54:32 PM
OKSG,USRX267405,Bobby83,0,50,12/1/2025,6:12:19 PM
OKSG,USRJ190182,den06,0,44,12/1/2025,6:03:52 PM
OKSG,USRR324348,Yogi71,0,1000,12/1/2025,5:27:01 PM
OKSG,USRG308242,AbdulHadi,0,40,12/1/2025,5:19:11 PM
OKSG,USRW217223,Hera88,0,20,12/1/2025,4:59:03 PM
OKSG,USRD279280,Vishnu,0,50,12/1/2025,4:42:58 PM
OKSG,USRB339525,Nuri94,0,30,12/1/2025,4:07:48 PM
OKSG,USRK192381,ABDULFITRAH,0,20,12/1/2025,4:02:12 PM
OKSG,USRQ272439,Kumar29,0,20,12/1/2025,3:44:44 PM
OKSG,USRX292486,Syed37,0,20,12/1/2025,3:36:59 PM
OKSG,USRZ286634,Linda,0,30,12/1/2025,3:34:06 PM
OKSG,USRL224953,Zikry,0,26,12/1/2025,3:00:02 PM
OKSG,USRQ216521,Ferdiansyah,0,40,12/1/2025,2:56:58 PM
OKSG,USRF108987,Jag37,0,50,12/1/2025,2:29:22 PM
OKSG,USRA241980,fazrul12,0,50,12/1/2025,2:28:16 PM
OKSG,USRF108987,Jag37,0,30,12/1/2025,2:18:45 PM
OKSG,USRS068498,Sabariah94,0,50,12/1/2025,1:43:58 PM
OKSG,USRF144263,Kwenkwen,0,30,12/1/2025,1:32:43 PM
OKSG,USRS068498,Sabariah94,0,50,12/1/2025,1:24:58 PM
OKSG,USRN243897,Sukuna,0,48.8,12/1/2025,1:18:16 PM
OKSG,USRK213680,DickySan,0,40,12/1/2025,1:14:50 PM
OKSG,USRL385772,Jack6405,0,23,12/1/2025,1:04:55 PM
OKSG,USRR220306,Kamisah,0,49,12/1/2025,1:02:51 PM
OKSG,USRU000556,IFAMUFARIDA,0,41,12/1/2025,12:32:04 PM
OKSG,USRI329684,Huzanah,0,30,12/1/2025,11:55:04 AM
OKSG,USRF144263,Kwenkwen,0,52,12/1/2025,11:38:26 AM
OKSG,USRQ272439,Kumar29,0,20,12/1/2025,11:01:58 AM
OKSG,USRB339525,Nuri94,0,30,12/1/2025,10:25:20 AM
OKSG,USRN286092,SL995,0,30,12/1/2025,10:12:17 AM
OKSG,USRI329684,Huzanah,0,30,12/1/2025,9:44:21 AM
OKSG,USRH327547,AungMyo,0,45,12/1/2025,9:30:22 AM
OKSG,USRQ250374,Piggy,0,20,12/1/2025,9:25:51 AM
OKSG,USRN286092,SL995,0,20,12/1/2025,9:02:08 AM
OKSG,USRN243897,Sukuna,0,50,12/1/2025,9:01:26 AM
OKSG,USRQ272439,Kumar29,0,20,12/1/2025,7:26:33 AM
OKSG,USRO189607,Izuan,0,55,12/1/2025,7:15:18 AM
OKSG,USRO189607,Izuan,0,40,12/1/2025,7:12:17 AM
OKSG,USRC266192,Shahidah78,0,50,12/1/2025,7:07:47 AM
OKSG,USRO189607,Izuan,0,45,12/1/2025,7:05:20 AM
OKSG,USRO189607,Izuan,0,35,12/1/2025,6:41:57 AM
OKSG,USRO189607,Izuan,0,40,12/1/2025,6:25:39 AM
OKSG,USRA241980,fazrul12,0,30,12/1/2025,5:59:44 AM
OKSG,USRN282423,Noorali85,0,30,12/1/2025,5:41:32 AM
OKSG,USRK213680,DickySan,0,40,12/1/2025,5:38:03 AM
OKSG,USRR240805,Sherina,0,87,12/1/2025,4:47:27 AM
OKSG,USRI329684,Huzanah,0,30,12/1/2025,3:02:24 AM
OKSG,USRB280650,Zul50,0,20,12/1/2025,2:50:48 AM
OKSG,USRL375815,NurHilmah,0,20,12/1/2025,2:50:34 AM
OKSG,USRX267405,Bobby83,0,50,12/1/2025,2:42:18 AM
OKSG,USRG189445,Nrlasy,0,20,12/1/2025,2:20:36 AM
OKSG,USRN243897,Sukuna,0,50,12/1/2025,1:56:10 AM
OKSG,USRH327952,YuYuKyaw,0,50,12/1/2025,1:25:10 AM
OKSG,USRO189607,Izuan,0,35,12/1/2025,1:17:39 AM
OKSG,USRD335423,Sanjana,0,20,12/1/2025,1:14:32 AM
OKSG,USRR240805,Sherina,0,82,12/1/2025,1:05:01 AM
OKSG,USRZ381129,McLovin,0,30,12/1/2025,1:04:00 AM
OKSG,USRL156829,Romeo,0,30,12/1/2025,12:47:05 AM
OKSG,USRG308242,AbdulHadi,0,35,12/1/2025,12:40:33 AM
OKSG,USRB280650,Zul50,0,20,12/1/2025,12:37:53 AM
OKSG,USRQ240811,ok188sg0485,0,100,12/1/2025,12:25:41 AM
OKSG,USRX292486,Syed37,0,28,12/1/2025,12:24:19 AM
